"Row.names" "Gene_Name" "FeatureStart" "FeatureEnd" "P1_nonsyn" "P2_nonsyn" "P1_syn" "P2_syn" "D_nonsyn" "D_syn" "exon_length" "length" "Dtotal" "Dn_cont" "Ds_cont" "Dtotal_cont" "dif_or_not" "dnds" "logFC" "logCPM" "PValue" "fdr" "Chromosome" "Bias"
"278" "LOC121468098" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -4.77569883372405 4.59664810053393 8.11608636639895e-31 9.35865918909463e-27 "Z" "AB_bias"
"279" "LOC121468109" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -1.11390731404706 2.7599006792739 0.00438252109678471 0.108341757955914 "Z" "Unbias"
"280" "LOC121468112" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0 -4.60341216511213 1 1 "Z" "Unbias"
"281" "LOC121468129" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 1.09361712234889 7.50406363053266 0.0293533442162609 0.281357782342232 "Z" "Unbias"
"282" "LOC121468130" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.221542273321655 5.58555704248038 0.632165215607299 0.914387493874531 "Z" "Unbias"
"283" "LOC121468134" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0698421059420791 5.74087462808174 0.740691637156658 0.951163547673125 "Z" "Unbias"
"284" "LOC121468137" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.75360764271098 1.56283317836383 0.062481789286705 0.398714727318758 "Z" "Unbias"
"285" "LOC121468138" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0222564565597106 1.91726651741654 0.967010010420918 1 "Z" "Unbias"
"286" "LOC121468145" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.317644097079151 4.2870473754545 0.227769551790485 0.68059359981759 "Z" "Unbias"
"287" "LOC121468176" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0520405717245545 2.66330389965744 0.863153352736987 0.98936593542845 "Z" "Unbias"
"288" "LOC121468177" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.250565365174247 0.989103921445193 0.48135459832333 0.853322263979928 "Z" "Unbias"
"289" "LOC121468178" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.12161732019394 5.11184021571304 0.718552829918327 0.942267156561774 "Z" "Unbias"
"290" "LOC121468180" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.421551052801239 3.02506984199662 0.141299192647805 0.572879249402598 "Z" "Unbias"
"291" "LOC121468190" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 1.2531051253608 0.46584047286451 0.0177870237714959 0.220440582177808 "Z" "Unbias"
"292" "LOC121468202" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.269701396148801 2.06755355113418 0.411508547443169 0.813632554966937 "Z" "Unbias"
"293" "LOC121468205" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.735698171925032 2.158013200717 0.018995401767505 0.230079808593593 "Z" "Unbias"
"294" "LOC121468224" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 1.28633241933569 4.01407618059258 0.00205522785868639 0.0667271178545212 "Z" "Unbias"
"295" "LOX" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.527112896679619 4.1996860826842 0.0577810357112618 0.386693629011352 "Z" "Unbias"
"296" "LPL" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -1.43164793442737 5.54075649704099 1.80682453499146e-06 0.000378808976599756 "Z" "AB_bias"
"297" "LSM5" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0470282785969287 5.62230877528256 0.789475060368233 0.968599794551402 "Z" "Unbias"
"298" "LURAP1L" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.1881821369106 1.60689562542626 0.651764807161321 0.922553464245494 "Z" "Unbias"
"299" "LYRM7" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.235993913426953 3.86454593527149 0.389999648928422 0.79767292672793 "Z" "Unbias"
"300" "LYSMD3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.252169188134042 4.75232303201745 0.201205435249871 0.65069563671913 "Z" "Unbias"
"301" "MACIR" "MACIR" 19002876 19020665 9 4 6 0 0 1 14233 17789 1 0 7.02592566570646e-05 7.02592566570646e-05 "DIF" 0 -0.0876818012954693 5.92091986272356 0.631677422074862 0.914241957048797 "Z" "Unbias"
"302" "MAMDC2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.472466213349312 3.5992996494767 0.101311790661913 0.49585155268358 "Z" "Unbias"
"303" "MAN2A1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0231942534235148 4.27437730791403 0.923469127226897 1 "Z" "Unbias"
"304" "MAP3K1" "MAP3K1" 50463251 50567501 5 0 2 0 2 3 7917 104250 5 0.000252620942276115 0.000378931413414172 0.000631552355690287 "DIF" 0.5 0.0370537453673386 5.36949447733896 0.83848382599359 0.982576930643505 "Z" "Unbias"
"305" "MAST4" "MAST4" 54073124 54351248 1 1 0 0 0 1 10825 278124 1 0 9.2378752886836e-05 9.2378752886836e-05 "DIF" 0 -0.322386943592009 6.83951885316304 0.0242227717646932 0.260310140930733 "Z" "Unbias"
"306" "MBLAC2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.220816217660386 4.51971995694178 0.281428566665558 0.732209567288031 "Z" "Unbias"
"307" "MCC" "MCC" 22648364 22829928 1 1 1 0 0 1 6748 181564 1 0 0.00014819205690575 0.00014819205690575 "DIF" 0 -0.350350901858573 4.67407490929944 0.122497955324942 0.535655640065191 "Z" "Unbias"
"308" "MCCC2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.00221086408671465 5.101737333887 0.98522805519072 1 "Z" "Unbias"
"309" "ME2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.00425456423217271 6.46621494315309 0.975549331138522 1 "Z" "Unbias"
"310" "MED18" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.440859675961174 2.43084222831168 0.143030725185563 0.574286637778761 "Z" "Unbias"
"311" "MIER3" "MIER3" 50583831 50606763 1 0 1 0 1 0 5603 22932 1 0.000178475816526861 0 0.000178475816526861 "DIF" 1 -0.170239322007414 5.85713027763068 0.301640524475319 0.745717244864322 "Z" "Unbias"
"312" "MIR101-1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0 -4.60341216511213 1 1 "Z" "Unbias"
"313" "MIR204-1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0 -4.60341216511213 1 1 "Z" "Unbias"
"314" "MIR2131" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -1.79725661462202 -4.46544976278966 1 1 "Z" "Unbias"
"315" "MIR23" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0 -4.60341216511213 1 1 "Z" "Unbias"
"316" "MIR24" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.451253176586173 -3.33697160413071 0.66087439375828 0.925096580723975 "Z" "Unbias"
"317" "MIR27" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0 -4.60341216511213 1 1 "Z" "Unbias"
"318" "MIR2954" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.403961930736314 -3.83525708849041 0.8708233952529 0.992953830425696 "Z" "Unbias"
"319" "MIR2973" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0 -4.60341216511213 1 1 "Z" "Unbias"
"320" "MIR2992" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0 -4.60341216511213 1 1 "Z" "Unbias"
"321" "MIR31" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0 -4.60341216511213 1 1 "Z" "Unbias"
"322" "MIR7-1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0 -4.60341216511213 1 1 "Z" "Unbias"
"323" "MIR9-2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0 -4.60341216511213 1 1 "Z" "Unbias"
"324" "MOCS2" "MOCS2" 49047758 49056166 0 0 0 0 1 0 1530 8408 1 0.00065359477124183 0 0.00065359477124183 "DIF" 1 -0.0826281963206351 4.17070259421843 0.737948056917568 0.950931498046016 "Z" "Unbias"
"325" "MPDZ" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.00449768062016768 6.01139196297462 0.983731548661361 1 "Z" "Unbias"
"326" "MRPL17" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0494498550944525 6.15283020444269 0.793232555152397 0.97014689995764 "Z" "Unbias"
"327" "MRPS27" "MRPS27" 61557429 61599909 1 0 0 0 0 2 1481 42480 2 0 0.00135043889264011 0.00135043889264011 "DIF" 0 -0.207324567020943 5.59970193116341 0.233892264283441 0.684529100657987 "Z" "Unbias"
"328" "MRPS30" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.103633870038863 5.88669563866156 0.547478917379486 0.880103080482763 "Z" "Unbias"
"329" "MRPS36" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.243124956191693 5.11222244613347 0.168868872875397 0.614028246022099 "Z" "Unbias"
"330" "MTMR12" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.270447630199081 3.99522260394938 0.339543032944504 0.770250863145963 "Z" "Unbias"
"331" "MTREX" "MTREX" 49922831 49966523 0 0 0 0 0 1 4965 43692 1 0 0.000201409869083585 0.000201409869083585 "DIF" 0 0.180762369181273 7.82777376459308 0.19383888897628 0.643210425549781 "Z" "Unbias"
"332" "MTX3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.157749730594029 5.99687999672634 0.345752943903556 0.773864080375858 "Z" "Unbias"
"333" "NAA35" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.392452067310531 6.40894950236501 0.00673074306775019 0.13595794066515 "Z" "Unbias"
"334" "NADK2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.336213501479926 4.54331508466449 0.120779381755001 0.531973663490036 "Z" "Unbias"
"335" "NANS" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.247713003179213 5.18252361140008 0.161239020314537 0.602788294623791 "Z" "Unbias"
"336" "NCBP1" "NCBP1" 34306938 34338210 0 0 0 0 0 2 4764 31272 2 0 0.000419815281276238 0.000419815281276238 "DIF" 0 -0.172171012970501 6.67870117601897 0.238499953501804 0.688608489196156 "Z" "Unbias"
"337" "NDUFAF2" "NDUFAF2" 52036056 52088074 0 0 0 0 0 1 1497 52018 1 0 0.000668002672010688 0.000668002672010688 "DIF" 0 -0.149687316144729 3.46008497279357 0.591546627205278 0.898671283698633 "Z" "Unbias"
"338" "NDUFS4" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0672823903539457 5.20582054663563 0.69954269913219 0.937046289821776 "Z" "Unbias"
"339" "NFIB" "NFIB" 67059101 67229064 1 0 0 1 1 0 9030 169963 1 0.000110741971207087 0 0.000110741971207087 "DIF" 1 -0.116514350627588 5.81783101606462 0.540863738268793 0.878010766878907 "Z" "Unbias"
"340" "NFIL3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.323516022656294 4.93372052977059 0.282245427850697 0.732557423655535 "Z" "Unbias"
"341" "NIPBL" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0203476068720492 7.22504485045137 0.889144269907511 0.997637693519851 "Z" "Unbias"
"342" "NMRK1" "NMRK1" 13726040 13735545 8 0 3 0 1 1 2923 9505 2 0.000342114266164899 0.000342114266164899 0.000684228532329798 "DIF" 0.5 -0.164425012551216 4.14484821504355 0.486077193459941 0.855853496315949 "Z" "Unbias"
"343" "NNT" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.118322448969523 5.47740761636179 0.531852099307834 0.875966516958318 "Z" "Unbias"
"344" "NOL6" "NOL6" 40517332 40544106 1 0 0 1 0 1 3691 26774 1 0 0.000270929287455974 0.000270929287455974 "DIF" 0 0.0373875473560851 5.7893101333655 0.833991529665358 0.981063264238343 "Z" "Unbias"
"345" "NSA2" "NSA2" 60513706 60519297 1 0 1 0 0 1 1001 5591 1 0 0.000999000999000999 0.000999000999000999 "DIF" 0 0.0816118079489752 6.87222342853545 0.569768442392406 0.888317997461714 "Z" "Unbias"
"346" "NTRK2" "NTRK2" 55072224 55265363 0 0 0 0 0 1 20824 193139 1 0 4.80215136381099e-05 4.80215136381099e-05 "DIF" 0 -0.585123191174737 5.42169356386425 0.0473176100006459 0.354989824930025 "Z" "Unbias"
"347" "NUDT12" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.413747592775902 4.96467336652655 0.0451434092291396 0.346803494086231 "Z" "Unbias"
"348" "NUDT2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.640818002084019 4.01830858852285 0.00571795845020022 0.126357547788122 "Z" "Unbias"
"349" "NUP155" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0647309857159443 6.51694641521451 0.658456516139121 0.92410096749263 "Z" "Unbias"
"350" "OSMR" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.339629417971527 5.68287575258842 0.0898431750000647 0.46999731732201 "Z" "Unbias"
"351" "OSTF1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.208623173560946 5.29130092522163 0.241299758329 0.691658239622915 "Z" "Unbias"
"352" "OXCT1" "OXCT1" 46412371 46491189 1 0 1 0 1 0 9524 78818 1 0.000104997900041999 0 0.000104997900041999 "DIF" 1 0.121316465489165 5.73751962264953 0.507023611839105 0.862324047300134 "Z" "Unbias"
"353" "PAIP1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.198271175216294 6.12746816520348 0.277221371708803 0.730781301416288 "Z" "Unbias"
"354" "PALM2AKAP2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.145420560525316 7.42710397954526 0.34831634048441 0.775032000602305 "Z" "Unbias"
"355" "PAM" "PAM" 18815649 18931899 0 0 2 0 1 0 4164 116250 1 0.000240153698366955 0 0.000240153698366955 "DIF" 1 -0.267678331202457 5.05742976696082 0.148220242397182 0.582094966401592 "Z" "Unbias"
"356" "PARP8" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0126455979980161 5.50356759262369 0.947733959217592 1 "Z" "Unbias"
"357" "PCGF3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.100449356834604 5.92962816975189 0.522923614047332 0.871111267492023 "Z" "Unbias"
"358" "PCSK5" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0541874980159654 4.57396191266959 0.818449617803894 0.975456593581055 "Z" "Unbias"
"359" "PDZD2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0754428256452946 6.12996177588566 0.642230907811609 0.918260092292422 "Z" "Unbias"
"360" "PELO" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0648022702256892 7.01901324146507 0.727025565159204 0.946882782005403 "Z" "Unbias"
"361" "PGGT1B" "PGGT1B" 30158662 30196595 1 0 0 0 1 0 5404 37933 1 0.000185048112509252 0 0.000185048112509252 "DIF" 1 -0.268218721112592 4.60871452601624 0.189021124522115 0.637386099223656 "Z" "Unbias"
"362" "PGM5" "PGM5" 61816563 61885756 1 0 0 0 0 1 3256 69193 1 0 0.000307125307125307 0.000307125307125307 "DIF" 0 -0.0842448184217012 6.37667985513766 0.673240242790217 0.928728988072684 "Z" "Unbias"
"363" "PIAS2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.256017605757568 4.52766528478431 0.284655377699196 0.733324655998533 "Z" "Unbias"
"364" "PIGG" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0855947435081681 7.61880399365812 0.663577610274918 0.92586331768099 "Z" "Unbias"
"365" "PIGO" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.233700015610035 5.64722213242554 0.179902065428526 0.627607819655077 "Z" "Unbias"
"366" "PIK3C3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0756037299889196 7.68435669445502 0.575910798061318 0.890549471965275 "Z" "Unbias"
"367" "PIK3R1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.162417119160445 5.52042760470637 0.364954027042355 0.784505008524245 "Z" "Unbias"
"368" "PIP5K1B" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.375002221460633 5.21290336821965 0.033560553505665 0.301391543982728 "Z" "Unbias"
"369" "PJA2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.00181300844480955 8.08462464039857 0.994658357149081 1 "Z" "Unbias"
"370" "PLAA" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.195277010355306 5.10218115378901 0.297547575758163 0.741251969339686 "Z" "Unbias"
"371" "PLIN2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0418184099077564 6.19916459160016 0.804044332084137 0.973177554401689 "Z" "Unbias"
"372" "PLK2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.693322719072208 3.7083671624474 0.0181164097799851 0.223422803393592 "Z" "Unbias"
"373" "PLPP1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.276156933664922 5.83836574982983 0.120916999071054 0.532247406710662 "Z" "Unbias"
"374" "POC5" "POC5" 60134705 60163319 0 1 0 0 1 0 2632 28614 1 0.000379939209726444 0 0.000379939209726444 "DIF" 1 0.296908155483232 8.53778232794964 0.029072589997697 0.280336444938098 "Z" "Unbias"
"375" "POLK" "POLK" 60192954 60223712 1 0 1 0 3 0 4601 30758 3 0.000652032166920235 0 0.000652032166920235 "DIF" 3 0.150012550839268 6.59556108455554 0.38078253453393 0.794124063349558 "Z" "Unbias"
"376" "PPIC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.474926282395707 5.27830377791633 0.0498309730394462 0.360958274793839 "Z" "Unbias"
"377" "PPIP5K2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.244163916752698 8.78816243264562 0.0919351506473386 0.475809794485844 "Z" "Unbias"
"378" "PPWD1" "PPWD1" 53619729 53631083 0 0 0 0 0 1 2137 11354 1 0 0.000467945718296678 0.000467945718296678 "DIF" 0 0.0205806909685597 5.13195791383867 0.910031846280794 1 "Z" "Unbias"
"379" "PRKAA1" "PRKAA1" 46127041 46146673 0 0 1 0 1 0 2404 19632 1 0.000415973377703827 0 0.000415973377703827 "DIF" 1 -0.244510650914539 4.78815830304908 0.212179746252827 0.664284878332964 "Z" "Unbias"
"380" "PRUNE2" "PRUNE2" 57830656 57934812 5 1 0 0 5 1 12606 104156 6 0.000396636522290973 7.93273044581945e-05 0.000475963826749167 "DIF" 2.5 -0.809194620515372 4.21504327400094 0.00318143913808853 0.0874867911472244 "Z" "Unbias"
"381" "PSAT1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.284788939913149 4.57153569044078 0.185963520183429 0.635212111757718 "Z" "Unbias"
"382" "PSD3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.105772860889202 6.80017309828814 0.510562226237253 0.863768557056057 "Z" "Unbias"
"383" "PSIP1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.147101121916705 6.97880431647904 0.339736006414046 0.770250863145963 "Z" "Unbias"
"384" "PTAR1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.237764807344715 4.61413543990051 0.288796556731593 0.736439564502731 "Z" "Unbias"
"385" "PTBP3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0267280779160812 5.37078946840217 0.883216141296644 0.997050066856005 "Z" "Unbias"
"386" "PTCD2" "PTCD2" 61542596 61557792 1 0 1 0 0 1 2421 15196 1 0 0.000413052457662123 0.000413052457662123 "DIF" 0 -0.127867000625013 3.29713529285828 0.641828078901715 0.917886590328125 "Z" "Unbias"
"387" "PTGR1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.517102900534163 4.128653546894 0.0788857860876685 0.441354681890784 "Z" "Unbias"
"388" "PUM3" "PUM3" 62894706 62918177 0 0 0 1 1 1 2233 23471 2 0.000447828034034931 0.000447828034034931 0.000895656068069861 "DIF" 0.5 0.131311294542837 5.20202974541114 0.448571850008906 0.834279602606922 "Z" "Unbias"
"389" "RAB3C" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.178507505540064 4.75304531989192 0.392219989463581 0.799932337898354 "Z" "Unbias"
"390" "RAD1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.195275230190942 5.3154896851017 0.330576148339736 0.764452254702033 "Z" "Unbias"
"391" "RAI14" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.693517033438098 4.36982360767068 0.00237423848617939 0.0718565458901168 "Z" "Unbias"
"392" "RASA1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0201198465733665 6.31748731855284 0.892613596658302 0.999293920686105 "Z" "Unbias"
"393" "RCL1" "RCL1" 63457818 63491278 1 0 0 0 1 1 2658 33460 2 0.000376222723852521 0.000376222723852521 0.000752445447705041 "DIF" 0.5 -0.314385677408557 3.62711633699162 0.212230118097185 0.664284878332964 "Z" "Unbias"
"394" "REEP5" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.281252275714612 4.90996575705511 0.173828969432127 0.619234206163174 "Z" "Unbias"
"395" "RFESD" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.092152035816988 1.57424468407045 0.806455032602801 0.973177554401689 "Z" "Unbias"
"396" "RFK" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0276732409766055 5.0515803033405 0.89317020057645 0.999321823944965 "Z" "Unbias"
"397" "RFX3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0287652180059481 5.65530185639891 0.877277945224084 0.995609480785324 "Z" "Unbias"
"398" "RGMB" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.142498043065296 3.98847935624649 0.55274564614079 0.881648887060249 "Z" "Unbias"
"399" "RGP1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.17759132897522 6.46756488158042 0.287093683801412 0.735334799625518 "Z" "Unbias"
"400" "RIC1" "RIC1" 63690131 63737954 1 0 1 1 8 2 6371 47823 10 0.00125568984460838 0.000313922461152095 0.00156961230576048 "DIF" 2.66666666666667 0.242679183124335 6.70268564641914 0.133228149366214 0.557360695740527 "Z" "Unbias"
"401" "RICTOR" "RICTOR" 45423023 45499159 0 0 0 0 0 1 10044 76136 1 0 9.95619275189168e-05 9.95619275189168e-05 "DIF" 0 -0.294427638150322 6.2470060813736 0.0654780893688465 0.406404903316766 "Z" "Unbias"
"402" "RIOK2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0390874817934191 5.55800631739592 0.839520135587062 0.983076434961108 "Z" "Unbias"
"403" "RMI1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.053802774207677 4.90950619636325 0.784858933638065 0.966632775547126 "Z" "Unbias"
"404" "RNF170" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0111322287576552 4.86538014673912 0.961490281673781 1 "Z" "Unbias"
"405" "RNF20" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.21747534616067 7.59316230093753 0.122113480281178 0.535177757674782 "Z" "Unbias"
"406" "RNF38" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.257824297449902 7.12291818107879 0.0997899913064602 0.494212316915154 "Z" "Unbias"
"407" "RPL17" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0187431208179463 7.86906479177776 0.893733318813056 0.999321823944965 "Z" "Unbias"
"408" "RPL37" "RPL37" 46153836 46156411 0 0 0 0 0 1 362 2575 1 0 0.00276243093922652 0.00276243093922652 "DIF" 0 -0.0732723711781862 6.98254255636215 0.611844506016809 0.908001086469452 "Z" "Unbias"
"409" "RPP25L" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.29202217435915 4.7683656268696 0.162184144583073 0.604247292790764 "Z" "Unbias"
"410" "RPS6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.176873204025524 8.64571124003829 0.205987522582214 0.656665233453243 "Z" "Unbias"
"411" "SCAMP1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.359886967638667 5.73055688630711 0.0409534470386273 0.332325262352154 "Z" "Unbias"
"412" "SECISBP2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.257271607810295 7.98162968305542 0.0706328266619902 0.419180197755743 "Z" "Unbias"
"413" "SELENOP" "SELENOP" 46811419 46819749 0 0 0 0 0 1 2625 8330 1 0 0.000380952380952381 0.000380952380952381 "DIF" 0 -0.243898762463119 7.31700242785776 0.286287687566391 0.734575728822443 "Z" "Unbias"
"414" "SEMA4D" "SEMA4D" 7686393 7783343 6 1 11 0 0 1 7786 96950 1 0 0.000128435653737478 0.000128435653737478 "DIF" 0 0.0901627389520891 8.88691960771704 0.573698914551532 0.889433100388972 "Z" "Unbias"
"415" "SEMA6A" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.105931228744091 4.63590629679377 0.619518458817185 0.910740416050364 "Z" "Unbias"
"416" "SERF1A" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0291330361240487 6.94922165522027 0.836036642887283 0.981628668116235 "Z" "Unbias"
"417" "SERINC5" "SERINC5" 58230788 58272887 0 0 1 0 0 2 9159 42099 2 0 0.000218364450267496 0.000218364450267496 "DIF" 0 -0.182769560018199 6.90564380276744 0.233143233937961 0.683204025875969 "Z" "Unbias"
"418" "SETD9" "SETD9" 50570566 50578060 0 0 3 0 1 1 1554 7494 2 0.000643500643500643 0.000643500643500643 0.00128700128700129 "DIF" 0.5 0.218704161733638 4.12318026970828 0.323478863256124 0.75932179739057 "Z" "Unbias"
"419" "SGTB" "SGTB" 53681764 53705521 0 1 0 0 1 0 4509 23757 1 0.000221778664892437 0 0.000221778664892437 "DIF" 1 0.00561362875660921 6.50195070763385 0.96862970312704 1 "Z" "Unbias"
"420" "SHB" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.245130374924626 4.62763711463932 0.289888715812836 0.73644123860714 "Z" "Unbias"
